distanciaNumero,distanciaDescripcion,banderaId,lat,lng,sucursalNombre,id,sucursalTipo,provincia,direccion,banderaDescripcion,localidad,comercioRazonSocial,comercioId,sucursalId
1.3194,1.32 kilómetros,2,-34.9154,-57.9421,La Plata III.,9-2-62,Supermercado,AR-B,Diagonal 79 962,Disco,LA PLATA,Jumbo Retail Argentina S.A.,9,62
1.3542,1.35 kilómetros,1,-34.9096524,-57.950733,LA PLATA,2004-1-15,Hipermercado,AR-B,Calle 47 427,Coppel S.A.,La Plata,COPPEL S.A.,2004,15
1.6646,1.66 kilómetros,1,-34.9068,-57.9506,La Plata II.,9-1-36,Supermercado,AR-B,45 377,Vea,LA PLATA,Jumbo Retail Argentina S.A.,9,36
2.4431,2.44 kilómetros,2,-34.9349,-57.9757,La Plata I.,9-2-42,Supermercado,AR-B,Calle 30 Y Calle 47 777,Disco,LA PLATA,Jumbo Retail Argentina S.A.,9,42
2.462,2.46 kilómetros,1,-34.9362,-57.9344,Pinocho IV.,9-1-636,Supermercado,AR-B,Calle 13 1936,Vea,LA PLATA,Jumbo Retail Argentina S.A.,9,636
2.7382,2.74 kilómetros,1,-34.90023,-57.969828,LA PLATA,3-1-1344,Autoservicio,AR-B,Av. 7 Esq. Calle 532 623,DEHEZA S.A.I.C.F. e I.,LA PLATA,Deheza S.A.I.C.F. e I.,3,1344
2.8728,2.87 kilómetros,1,-34.9103,-57.9829,Pinocho VI.,9-1-638,Supermercado,AR-B,Calle 19 143,Vea,LA PLATA,Jumbo Retail Argentina S.A.,9,638
2.9789,2.98 kilómetros,1,-34.90692,-57.92712,BERISSO,19-1-00525,Autoservicio,AR-B,Calle 122 Y 60 La Plata 0,FULL,BERISSO,Operadora de Estaciones de Servicios S.A.,19,00525
3.4566,3.46 kilómetros,1,-34.948279,-57.973761,EL NENE 2,44-1-2,Supermercado,AR-B,Calle 59 2086,SUPERMERCADOS EL NENE,LA PLATA,Supermercado El Nene S.A.,44,2
3.6308,3.63 kilómetros,1,-34.937186,-57.919690,LA ESQUINA DE MINGO,44-1-7,Supermercado,AR-B,Avenida 7 2349,SUPERMERCADOS EL NENE,LA PLATA,Supermercado El Nene S.A.,44,7
3.6849,3.68 kilómetros,1,-34.889200,-57.964167,AUTOSERVICIO M Y C,44-1-8,Supermercado,AR-B,Avenida 528 Bis 331,SUPERMERCADOS EL NENE,LA PLATA,Supermercado El Nene S.A.,44,8
3.7083,3.71 kilómetros,1,-34.8955,-57.9801,Pinocho I.,9-1-633,Supermercado,AR-B,Calle 525 1316,Vea,LA PLATA,Jumbo Retail Argentina S.A.,9,633
4.7533,4.75 kilómetros,1,-34.957797,-57.982070,EL NENE 1,44-1-1,Supermercado,AR-B,Avenida 60 2562,SUPERMERCADOS EL NENE,LA PLATA,Supermercado El Nene S.A.,44,1
4.8975,4.90 kilómetros,1,-34.893655,-57.996156,La Plata,10-1-8,Hipermercado,AR-B,Camino Gral. Belgrano 0,Hipermercado Carrefour,La Plata,INC S.A.,10,8
5.2924,5.29 kilómetros,1,-34.951207,-57.999801,ALMACENES DE MARCA,46-1-3,Supermercado,AR-B,Avenida 44 2739,ALMACENES DE MARCA,LA PLATA,Almacenes de Marca S.A.,46,3
7.4084,7.41 kilómetros,1,-34.87522,-57.89605,BERISSO PUENTE ROMA,19-1-00523,Autoservicio,AR-B,Calle 2 Y Calle 158 0,FULL,Berisso,Operadora de Estaciones de Servicios S.A.,19,00523
7.6165,7.62 kilómetros,1,-34.86586,-58.003415,AUT BSAS-LA PLATA - A BS AS,3-1-1736,Autoservicio,AR-B,Autopista La Plata - Bs. As Mano A Capital Federal 5700,DEHEZA S.A.I.C.F. e I.,ENSENADA,Deheza S.A.I.C.F. e I.,3,1736
8.4897,8.49 kilómetros,1,-34.92182,-58.04743,FRIGORIFICO GORINA S.A.I.C.,1000-1-1,Tradicional,AR-B,Calle 501 None,FRIGORIFICO GORINA S.A.I.C.,La Plata,FRIGORIFICO GORINA S.A.I.C.,1000,1
10.1287,10.13 kilómetros,2,-34.8819,-58.0544,City Bell.,9-2-111,Supermercado,AR-B,Camino Gral Manuel Belgrano 167,Disco,CITY BELL,Jumbo Retail Argentina S.A.,9,111
13.6473,13.65 kilómetros,3,-34.851160,-58.077030,Av. Arana 231,10-3-445,Supermercado,AR-B,Av. Arana 231,Express,La Plata,INC S.A.,10,445
18.293,18.29 kilómetros,1,-34.811905,-58.104034,AUT BSAS-LA PLATA - A LA PLATA,3-1-1735,Autoservicio,AR-B,Autopista Bs. As. - La Plata Mano A La Plata 17400,DEHEZA S.A.I.C.F. e I.,BERAZATEGUI,Deheza S.A.I.C.F. e I.,3,1735
23.2916,23.29 kilómetros,1,-34.796523,-58.159203,ALMACENES PAMPAS,45-1-5,Supermercado,AR-B,Autopista Buenos Aires - Mar Del Plata 32,ALMACENES PAMPAS,BERAZATEGUI,Almacenes Pampas S.A. ,45,5
23.3361,23.34 kilómetros,1,-34.8405,-58.1901,Gutierrez,23-1-6277,Autoservicio,AR-B,Ruta 36 Km. 34 None,Axion Energy,Berazategui,Pan American Energy LLC Argentina,23,6277
27.0318,27.03 kilómetros,1,-34.7627,-58.1787,AUBASA BA-LP,23-1-6297,Autoservicio,AR-B,Au Dr. Ricardo Balbín None,Axion Energy,Berazategui,Pan American Energy LLC Argentina,23,6297
29.183,29.18 kilómetros,3,-34.760264,-58.206631,Avenida 14 5072,10-3-495,Autoservicio,AR-B,Avenida 14 5072,Express,Berazategui,INC S.A.,10,495
30.8292,30.83 kilómetros,1,-34.753869,-58.223347,Quilmes [Rivadavia 243],24-1-238,Supermercado,AR-B,Rivadavia 243,SIMPLICITY,QUILMES,Farmacity S.A.,24,238
31.7411,31.74 kilómetros,1,-34.8104609,-58.2744353,Florencio Varela Ii,2002-1-143,Tradicional,AR-B,Bernardo De Monteagudo 3351,Fravega,Florencio Varela,FRAVEGA S A C I E I,2002,143
31.9195,31.92 kilómetros,1,-34.807041,-58.274778,Florencio Varela,24-1-244,Supermercado,AR-B,Monteagudo 3016,SIMPLICITY,FLORENCIO VARELA,Farmacity S.A.,24,244
31.9299,31.93 kilómetros,3,-34.808046,-58.275429,Sallares 151,10-3-449,Supermercado,AR-B,Sallares 151,Express,Florencio Varela,INC S.A.,10,449
31.9755,31.98 kilómetros,3,-34.753173,-58.238291,Av. Centenario 5331,10-3-452,Autoservicio,AR-B,Av. Centenario 5331,Express,Ezpeleta,INC S.A.,10,452
32.2705,32.27 kilómetros,3,-34.780470,-58.263130,C. General Belgrano 6498,10-3-444,Autoservicio,AR-B,Camino Gral. Belgrano 6498,Express,Florencio Varela,INC S.A.,10,444
32.2986,32.30 kilómetros,1,-34.809,-58.2803,Florencio Varela,23-1-6285,Autoservicio,AR-B,Av.San Martín 3188,Axion Energy,Florencio Varela,Pan American Energy LLC Argentina,23,6285
33.0081,33.01 kilómetros,1,-34.77359,-58.26767,FLORENCIO VARELA,19-1-03150,Autoservicio,AR-B,Av.Calchaquí 5877 -Esquina Av. 0,FULL,FLORENCIO VARELA,Operadora de Estaciones de Servicios S.A.,19,03150
33.6151,33.62 kilómetros,1,-34.779585,-58.279265,Florencio Varela,10-1-49,Hipermercado,AR-B,Av. Gral. José De San Martín 554,Hipermercado Carrefour,Florencio Varela,INC S.A.,10,49
34.495,34.50 kilómetros,1,-34.758543,-58.275706,EASY QUILMES,3001-1-107,Hipermercado,AR-B,Avenida Calchaqui 3950,EASY,Quilmes Oeste,EASY S.A.,3001,107
34.5646,34.56 kilómetros,1,-34.76030,-58.27790,JUMBO QUILMES,19-1-02915,Autoservicio,AR-B,Av.Cachaqui 3900 0,FULL,QUILMES,Operadora de Estaciones de Servicios S.A.,19,02915
34.5761,34.58 kilómetros,3,-34.7282,-58.2510,Jumbo Quilmes II,9-3-5034,Supermercado,AR-B,Av. Mitre E/ Juan De Solis Y Guido 0,Jumbo,QUILMES,Jumbo Retail Argentina S.A.,9,5034
34.8545,34.85 kilómetros,3,-34.7588,-58.2805,Jumbo Quilmes,9-3-5207,Hipermercado,AR-B,Ruta Nacional Calchaqui 3950,Jumbo,QUILMES OESTE,Jumbo Retail Argentina S.A.,9,5207
34.9764,34.98 kilómetros,1,-34.725,-58.2535,Mitre,23-1-6279,Autoservicio,AR-B,Av. Gral. Mitre 880,Axion Energy,Quilmes,Pan American Energy LLC Argentina,23,6279
35.4101,35.41 kilómetros,3,-34.720261,-58.254951,Mitre 573,10-3-454,Autoservicio,AR-B,Av. Mitre 573,Express,Quilmes,INC S.A.,10,454
35.4121,35.41 kilómetros,3,-34.729681,-58.263922,12 de Octubre 520,10-3-462,Autoservicio,AR-B,12 De Octubre 520,Express,Quilmes,INC S.A.,10,462
35.5351,35.54 kilómetros,2,-34.722174,-58.258571,QUILMES,2003-2-7950,Tradicional,AR-B,Moreno 581,DIGGIT,MORENO,GMRA S.A.,2003,7950
35.5639,35.56 kilómetros,1,-34.7239980,-58.2607189,Quilmes Peatonal,2002-1-148,Tradicional,AR-B,Rivadavia 199,Fravega,Quilmes,FRAVEGA S A C I E I,2002,148
35.5713,35.57 kilómetros,1,-34.7275,-58.2641,Quilmes,23-1-6283,Autoservicio,AR-B,Presidente Perón 250,Axion Energy,Quilmes,Pan American Energy LLC Argentina,23,6283
35.9786,35.98 kilómetros,1,-34.7200918,-58.2627514,QUILMES ,12-1-65,Hipermercado,AR-B,Hipolito Yrigoyen 380,COTO CICSA,Quilmes,Coto Centro Integral de Comercialización S.A.,12,65
36.049,36.05 kilómetros,1,-34.735911,-58.277988,Quilmes,10-1-7,Hipermercado,AR-B,Av. La Plata 1400,Hipermercado Carrefour,Quilmes,INC S.A.,10,7
36.1921,36.19 kilómetros,2,-34.779200,-58.310610,DIGGIT SOLANO,2003-2-7905,Tradicional,AR-B,Calle 8442376,DIGGIT,SAN FRANCISCO SOLANO,GMRA S.A.,2003,7905
36.2637,36.26 kilómetros,1,-34.780207,-58.312070,Solano [Av. 844 N° 2467],24-1-263,Supermercado,AR-B,Av. 844 (Jose Andres Lopez) 2467,SIMPLICITY,SAN FRANCISCO SOLANO,Farmacity S.A.,24,263
36.4175,36.42 kilómetros,1,-34.7437163,-58.2891868,QUILMES ,12-1-104,Supermercado,AR-B,12 De Octubre 3054,COTO CICSA,Quilmes,Coto Centro Integral de Comercialización S.A.,12,104
36.5086,36.51 kilómetros,1,-34.7826932,-58.3164603,SOLANO,2004-1-22,Hipermercado,AR-B,Manuel Palanca 2698,Coppel S.A.,Solano,COPPEL S.A.,2004,22
37.3254,37.33 kilómetros,1,-34.73597,-58.29489,CALCHAQUI,19-1-00825,Autoservicio,AR-B,Calchaqui 851 0,FULL,QUILMES,Operadora de Estaciones de Servicios S.A.,19,00825
37.3957,37.40 kilómetros,1,-34.71229,-58.27500,ACA BERNAL,19-1-03232,Autoservicio,AR-B,Av. Zapiola 26 0,FULL,BERNAL,Operadora de Estaciones de Servicios S.A.,19,03232
37.8995,37.90 kilómetros,1,-34.710638185468454,-58.28042761617155,BERNAL 1,24-1-346,Autoservicio,AR-B,9 De Julio 52,SIMPLICITY,BERNAL,Farmacity S.A.,24,346
38.125,38.12 kilómetros,1,-34.719142,-58.2913273,BERNAL ,12-1-130,Supermercado,AR-B,Av. Dardo Rocha 251,COTO CICSA,Bernal,Coto Centro Integral de Comercialización S.A.,12,130
38.4686,38.47 kilómetros,1,-34.7529384,-58.3220309,QUILMES,2004-1-1,Hipermercado,AR-B,Rivadavia 91,Coppel S.A.,Quilmes,COPPEL S.A.,2004,1
38.9228,38.92 kilómetros,1,-34.715471,-58.298863,Bernal,10-1-227,Hipermercado,AR-B,Av. Dardo Rocha 849,Hipermercado Carrefour,Bernal,INC S.A.,10,227
39.5353,39.54 kilómetros,3,-34.889129,-58.385270,Sarmiento 72,10-3-457,Supermercado,AR-B,Sarmiento 72,Express,Glew,INC S.A.,10,457
39.8722,39.87 kilómetros,1,-34.883091,-58.388230,Glew,10-1-56,Hipermercado,AR-B,Av. Hipólito Yrigoyen 20260,Hipermercado Carrefour,Glew,INC S.A.,10,56
40.069,40.07 kilómetros,3,-34.859301,-58.386273,Bolívar 1343,10-3-450,Autoservicio,AR-B,Bolívar 1343,Express,Longchamps,INC S.A.,10,450
40.1981,40.20 kilómetros,3,-34.752493,-58.343235,Av. Perón 5492,10-3-464,Autoservicio,AR-B,Av. Eva Perón 5492,Express,Lomas de Zamora,INC S.A.,10,464
40.3606,40.36 kilómetros,3,-34.697530,-58.302113,Los Tilos 711,10-3-443,Autoservicio,AR-B,Los Tilos 711,Express,Don Bosco,INC S.A.,10,443
40.9986,41.00 kilómetros,3,-34.704182,-58.316933,Av. Mitre 6328,10-3-465,Supermercado,AR-B,Av. Mitre 6328,Express,Wilde,INC S.A.,10,465
41.1563,41.16 kilómetros,3,-34.828180,-58.390159,Carlos Pellegrini 844,10-3-448,Autoservicio,AR-B,Carlos Pellegrini 844,Express,Burzaco,INC S.A.,10,448
41.2134,41.21 kilómetros,1,-34.7612632,-58.3610162,San Jose - Temperley,2002-1-136,Tradicional,AR-B,Eva Peron 3045,Fravega,Temperley,FRAVEGA S A C I E I,2002,136
41.3173,41.32 kilómetros,1,-34.68492,-58.30323,AUTOPISTA NORTE,19-1-03299,Autoservicio,AR-B,Aut Bs As-La Plata K13.500 Des 0,FULL,AVELLANEDA,Operadora de Estaciones de Servicios S.A.,19,03299
41.3832,41.38 kilómetros,1,-34.763559,-58.364391,Temperley,10-1-40,Hipermercado,AR-B,Av. Eva Perón 2679,Hipermercado Carrefour,Temperley,INC S.A.,10,40
41.4134,41.41 kilómetros,1,-34.7608932,-58.363224,SAN JOSÉ,2004-1-18,Hipermercado,AR-B,Av. Eva Perón 2992,Coppel S.A.,Temperley,COPPEL S.A.,2004,18
41.4738,41.47 kilómetros,1,-34.68495,-58.30547,AUTOPISTA SUR,19-1-03298,Autoservicio,AR-B,Aut Bs As-La Plata K13.500 Asc 0,FULL,AVELLANEDA,Operadora de Estaciones de Servicios S.A.,19,03298
41.5385,41.54 kilómetros,3,-34.722369,-58.339005,C. General Belgrano 4861,10-3-459,Autoservicio,AR-B,Camino Gral. Belgrano 4861,Express,Lanús,INC S.A.,10,459
42.2307,42.23 kilómetros,3,-34.729203,-58.352892,Eva Perón 4461,10-3-446,Autoservicio,AR-B,Eva Perón 4461,Express,Monte Chingolo,INC S.A.,10,446
42.2759,42.28 kilómetros,1,-34.798507,-58.392057,Adrogue [Esteban Adrogué 1061],24-1-258,Supermercado,AR-B,Esteban Adrogué 1061,SIMPLICITY,ADROGUE,Farmacity S.A.,24,258
42.4561,42.46 kilómetros,1,-34.812068,-58.399417,Adrogué,10-1-23,Hipermercado,AR-B,Hipólito Yrigoyen 13500,Hipermercado Carrefour,Adrogué,INC S.A.,10,23
42.5212,42.52 kilómetros,2,-34.799052,-58.395114,Adrogué,10-2-388,Supermercado,AR-B,Seguí 849,Market,Adrogué,INC S.A.,10,388
42.7545,42.75 kilómetros,1,-34.808942,-58.401672,BOULEVARD SHOPPING ADROGUÉ,2003-1-7140,Tradicional,AR-B,Avenida Hipolito Yrigoyen 13298,Samsung,ALMIRANTE BROWN,GMRA S.A.,2003,7140
43.3964,43.40 kilómetros,2,-34.7993,-58.4053,Adrogué.,9-2-37,Supermercado,AR-B,Amenedo 302,Disco,ALMIRANTE BROWN,Jumbo Retail Argentina S.A.,9,37
43.5005,43.50 kilómetros,3,-34.720952,-58.363081,Eva Perón 3330,10-3-460,Autoservicio,AR-B,Eva Perón 3330,Express,Lanús,INC S.A.,10,460
43.5812,43.58 kilómetros,1,-34.80087,-58.40805,ADROGUE,19-1-02927,Autoservicio,AR-B,H.Yrigoyen Esq.Frias 0,FULL,ADROGUE,Operadora de Estaciones de Servicios S.A.,19,02927
43.7337,43.73 kilómetros,1,-34.678581,-58.330895,EASY AVELLANEDA,3001-1-112,Supermercado,AR-B,Autopista Dr Ricardo Balbin 9,EASY,Avellaneda,EASY S.A.,3001,112
43.8671,43.87 kilómetros,1,-34.677326,-58.331551,ARROYO SARANDI,3-1-1584,Autoservicio,AR-B,Tres Arroyos 3802,DEHEZA S.A.I.C.F. e I.,AVELLANEDA,Deheza S.A.I.C.F. e I.,3,1584
43.9327,43.93 kilómetros,1,-34.678302,-58.333387,PARQUE AVELLANEDA SHOPPING,2003-1-7160,Tradicional,AR-B,Acceso Sudeste None,Samsung,SARANDI,GMRA S.A.,2003,7160
43.9835,43.98 kilómetros,1,-34.6773230,-58.3331640,Parque Comercial Avellaneda,2002-1-171,Tradicional,AR-B,Ruta Bs. As. La Plata Km. 9,Fravega,Sarandi,FRAVEGA S A C I E I,2002,171
44.1688,44.17 kilómetros,1,-34.7817272,-58.4067065,TEMPERLEY ,12-1-107,Hipermercado,AR-B,Hipolito Irigoyen 10699,COTO CICSA,Lomas De Zamora,Coto Centro Integral de Comercialización S.A.,12,107
44.3006,44.30 kilómetros,1,-34.6831706,-58.3429383,SARANDI ,12-1-64,Hipermercado,AR-B,Av. Mitre 3300,COTO CICSA,Sarandi,Coto Centro Integral de Comercialización S.A.,12,64
44.3033,44.30 kilómetros,2,-34.7638,-58.3995,Lomas de Zamora.,9-2-9,Supermercado,AR-B,Meeks 256,Disco,LOMAS DE ZAMORA,Jumbo Retail Argentina S.A.,9,9
44.3669,44.37 kilómetros,3,-34.7932,-58.4140,Jumbo Lomas,9-3-5204,Hipermercado,AR-B,Frias Gral Eustaquio 3201,Jumbo,LLAVALLOL,Jumbo Retail Argentina S.A.,9,5204
44.4008,44.40 kilómetros,1,-34.682870,-58.344031,SARANDI,3-1-1401,Autoservicio,AR-B,Av. Mitre 3215,DEHEZA S.A.I.C.F. e I.,SARANDI,Deheza S.A.I.C.F. e I.,3,1401
44.5489,44.55 kilómetros,1,-34.743554,-58.391069,Banfield [Maipu 339/337],24-1-257,Supermercado,AR-B,Maipu 339,SIMPLICITY,BANFIELD,Farmacity S.A.,24,257
44.5652,44.57 kilómetros,2,-34.760902,-58.40109,LOMAS,2003-2-7970,Tradicional,AR-B,Italia 20,DIGGIT,LOMAS DE ZAMORA,GMRA S.A.,2003,7970
44.6001,44.60 kilómetros,1,-34.791742,-58.416087,EASY LOMAS,3001-1-104,Hipermercado,AR-B,Antartida Argentina 799,EASY,LAVALLOL,EASY S.A.,3001,104
44.6311,44.63 kilómetros,1,-34.792866,-58.416911,JUMBO LOMAS DE ZAMORA,2003-1-7180,Tradicional,AR-B,Avenida Antartida Argentina 799,Samsung,LLAVALLOL,GMRA S.A.,2003,7180
44.6657,44.67 kilómetros,1,-34.7592744,-58.4014206,Lomas de Zamora [Mariano Boedo nº 3,24-1-230,Supermercado,AR-B,Mariano Boedo 340,SIMPLICITY,LOMAS DE ZAMORA,Farmacity S.A.,24,230
44.6863,44.69 kilómetros,1,-34.760569,-58.402358,LOMAS,2003-1-7790,Tradicional,AR-B,Laprida 386,Samsung,LOMAS DE ZAMORA,GMRA S.A.,2003,7790
44.8145,44.81 kilómetros,3,-34.815906,-58.427561,Guatambú 12,10-3-451,Autoservicio,AR-B,Guatambú 12,Express,Almirante Brown,INC S.A.,10,451
44.8208,44.82 kilómetros,1,-34.75554,-58.40125,ACA LOMAS DE ZAMORA,19-1-00403,Autoservicio,AR-B,H.Irigoyen 8590 0,FULL,LOMAS DE ZAMORA,Operadora de Estaciones de Servicios S.A.,19,00403
44.8349,44.83 kilómetros,1,-34.736425,-58.390188,REMEDIOS DE ESCALADA,3-1-631,Autoservicio,AR-B,Malabia 302,DEHEZA S.A.I.C.F. e I.,REMEDIOS DE ESCALADA,Deheza S.A.I.C.F. e I.,3,631
44.849,44.85 kilómetros,1,-34.7606316,-58.4043299,LOMAS DE ZAMORA,2004-1-27,Hipermercado,AR-B,Francisco Narciso De Laprida 382,Coppel S.A.,Lomas de Zamora,COPPEL S.A.,2004,27
44.8591,44.86 kilómetros,1,-34.754573,-58.401176,LOMAS DE ZAMORA,3-1-584,Autoservicio,AR-B,Hipolito Yrigoyen 8504,DEHEZA S.A.I.C.F. e I.,LOMAS DE ZAMORA,Deheza S.A.I.C.F. e I.,3,584
45.02,45.02 kilómetros,1,-34.7494248,-58.4002232, BANFIELD ,12-1-183,Supermercado,AR-B,Av. Hipolito Yrigoyen 8028,COTO CICSA,Banfield,Coto Centro Integral de Comercialización S.A.,12,183
45.0836,45.08 kilómetros,1,-34.768774,-58.411275,Lomas de Zamora,10-1-231,Hipermercado,AR-B,Oliden 450,Hipermercado Carrefour,Lomas de Zamora,INC S.A.,10,231
45.77,45.77 kilómetros,1,-34.7269341,-58.3956649,LANUS ,12-1-186,Hipermercado,AR-B,Av. Hipolito Yrigoyen 6174,COTO CICSA,Lanus,Coto Centro Integral de Comercialización S.A.,12,186
45.9933,45.99 kilómetros,1,-34.748145,-58.411227,Banfield,10-1-52,Hipermercado,AR-B,Las Heras 1163,Hipermercado Carrefour,Lomas de Zamora,INC S.A.,10,52
46.0101,46.01 kilómetros,1,-34.69990,-58.37954,FARMACIA RP VIAMONTE,1002-1-5,Tradicional,AR-C,Viamonte 891,FARMACIAS RP,CABA,WENT S.A.,1002,5
46.1961,46.20 kilómetros,2,-34.7390,-58.4084,Banfield.,9-2-112,Supermercado,AR-B,Vieytes Juan Hipolito 1046,Disco,BANFIELD,Jumbo Retail Argentina S.A.,9,112
46.2415,46.24 kilómetros,1,-34.708848,-58.389172,Lanus [Av. 9 de Julio 1236],24-1-232,Supermercado,AR-B,Av. 9 De Julio 1236,SIMPLICITY,LANUS,Farmacity S.A.,24,232
46.4301,46.43 kilómetros,3,-34.706481,-58.389854,29 de septiembre 1880,10-3-466,Autoservicio,AR-B,29 De Septiembre 1880,Express,Lanús,INC S.A.,10,466
46.5443,46.54 kilómetros,1,-34.676581,-58.367449,ALTO AVELLANEDA SHOPPING,2003-1-7490,Tradicional,AR-B,Avenida General Guemes 897,Samsung,AVELLANEDA,GMRA S.A.,2003,7490
46.5472,46.55 kilómetros,1,-34.707157,-58.391835,Lanus Oeste [Avenida Hipolito Yrigoyen,24-1-290,Supermercado,AR-B,Avenida Hipolito Yrigoyen 4535,SIMPLICITY,LANUS,Farmacity S.A.,24,290
46.6667,46.67 kilómetros,1,-34.673341,-58.366246,EASY AVELLANEDA 2,3001-1-141,Supermercado,AR-B,Avenida Gral Guemes Y Berisso 0,EASY,AVELLANEDA,EASY S.A.,3001,141
46.7433,46.74 kilómetros,1,-34.6744341,-58.3682471,AVELLANEDA,2004-1-11,Hipermercado,AR-B,Av. General Guemes 897,Coppel S.A.,Avellaneda,COPPEL S.A.,2004,11
46.9331,46.93 kilómetros,1,-34.6650066,-58.3623175,AVELLANEDA ,12-1-101,Supermercado,AR-B,Italia 62,COTO CICSA,Avellaneda,Coto Centro Integral de Comercialización S.A.,12,101
46.9413,46.94 kilómetros,1,-34.7031,-58.3939,Lanús.,9-1-20,Supermercado,AR-B,Avenida Yrigoyen Presidente Hipolito 4174,Vea,LANUS,Jumbo Retail Argentina S.A.,9,20
47.0041,47.00 kilómetros,1,-34.8121,-58.4511,Monte Grande,9-1-698,Hipermercado,AR-B,Boulevard Buenos Aires 1136,Vea,MONTE GRANDE,Jumbo Retail Argentina S.A.,9,698
47.0429,47.04 kilómetros,1,-34.69864,-58.39189,LANUS,19-1-00402,Autoservicio,AR-B,Av.Hipolito Irigoyen 3732 0,FULL,LANUS,Operadora de Estaciones de Servicios S.A.,19,00402
47.0763,47.08 kilómetros,1,-34.663712,-58.363085,Avellaneda [Av. Mitre 949],24-1-260,Supermercado,AR-B,Av. Mitre 949,SIMPLICITY,AVELLANEDA,Farmacity S.A.,24,260
47.1533,47.15 kilómetros,1,-34.66564,-58.36592,AVELLANEDA,19-1-00363,Autoservicio,AR-B,Belgrano 790 0,FULL,AVELLANEDA,Operadora de Estaciones de Servicios S.A.,19,00363
47.4337,47.43 kilómetros,1,-34.6914,-58.3914,Lanus,9-1-692,Hipermercado,AR-B,Avenida Yrigoyen Presidente Hipolito 3043,Vea,LANUS,Jumbo Retail Argentina S.A.,9,692
47.4515,47.45 kilómetros,1,-34.814703,-58.456994,MONTE GRANDE ,12-1-105,Hipermercado,AR-B,Boulevar Bs. As. 710,COTO CICSA,Monte Grande,Coto Centro Integral de Comercialización S.A.,12,105
47.4737,47.47 kilómetros,3,-34.684697,-58.386613,Av. H.Yrigoyen 2323,10-3-455,Autoservicio,AR-B,Av. Hipólito Yrigoyen 2323,Express,Gerli,INC S.A.,10,455
47.601,47.60 kilómetros,2,-34.661465,-58.368212,Avellaneda II,10-2-101,Supermercado,AR-B,Av. Belgrano 422,Market,Avellaneda,INC S.A.,10,101
47.6069,47.61 kilómetros,3,-34.810018,-58.457241,Salta 160,10-3-461,Autoservicio,AR-B,Salta 160,Express,Lomas de Zamora,INC S.A.,10,461
48.0066,48.01 kilómetros,1,-34.66939,-58.38084,AVELLANEDA VIAS,19-1-03326,Autoservicio,AR-B,Av.Irigoyen Y Lola Mora 0,FULL,Avellaneda,Operadora de Estaciones de Servicios S.A.,19,03326
